"gs_id","gs_pmid","gs_name","name","gs_description","ensembl_gene","gene_symbol","excel_gene_symbol","entrez_gene","ensembl_in_ref","symbol_in_ref"
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000130066","SAT1","'SAT1",6303,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000099194","SCD","'SCD",6319,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000150961","SEC24D","'SEC24D",9871,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000250722","SELENOP","'SELENOP",6414,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000118515","SGK1","'SGK1",6446,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000155850","SLC26A2","'SLC26A2",1836,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000134294","SLC38A2","'SLC38A2",54407,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000102172","SMS","'SMS",6611,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000140263","SORD","'SORD",6652,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000129128","SPCS3","'SPCS3",60559,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000124664","SPDEF","'SPDEF",25803,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000112658","SRF","'SRF",6722,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000153037","SRP19","'SRP19",6728,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000127954","STEAP4","'STEAP4",79689,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000198648","STK39","'STK39",27347,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000183726","TMEM50A","'TMEM50A",23585,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000184012","TMPRSS2","'TMPRSS2",7113,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000145779","TNFAIP8","'TNFAIP8",25816,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000076554","TPD52","'TPD52",7163,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000102804","TSC22D1","'TSC22D1",8848,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000117143","UAP1","'UAP1",6675,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000103275","UBE2I","'UBE2I",7329,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000198833","UBE2J1","'UBE2J1",51465,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000101558","VAPA","'VAPA",9218,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000079246","XRCC5","'XRCC5",7520,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000196419","XRCC6","'XRCC6",2547,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000205189","ZBTB10","'ZBTB10",65986,TRUE,TRUE
"M5908","26771021","HALLMARK_ANDROGEN_RESPONSE","ANDROGEN_RESPONSE","Genes defining response to androgens.","ENSG00000108175","ZMIZ1","'ZMIZ1",57178,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000091583","APOH","'APOH",350,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000142192","APP","'APP",351,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000118971","CCND2","'CCND2",894,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000168542","COL3A1","'COL3A1",1281,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000204262","COL5A2","'COL5A2",1290,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000124875","CXCL6","'CXCL6",6372,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000077782","FGFR1","'FGFR1",2260,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000163430","FSTL1","'FSTL1",11167,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000138448","ITGAV","'ITGAV",3685,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000101384","JAG1","'JAG1",182,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000184916","JAG2","'JAG2",3714,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000121361","KCNJ8","'KCNJ8",3764,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000175445","LPL","'LPL",4023,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000163956","LRPAP1","'LRPAP1",4043,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000139329","LUM","'LUM",4060,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000163132","MSX1","'MSX1",4487,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000099250","NRP1","'NRP1",8829,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000173391","OLR1","'OLR1",4973,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000197461","PDGFA","'PDGFA",5154,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000163737","PF4","'PF4",5196,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000008438","PGLYRP1","'PGLYRP1",8993,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000133110","POSTN","'POSTN",10631,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000186652","PRG2","'PRG2",5553,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000169398","PTK2","'PTK2",5747,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000196154","S100A4","'S100A4",6275,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000188488","SERPINA5","'SERPINA5",5104,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000174640","SLCO2A1","'SLCO2A1",6578,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000118785","SPP1","'SPP1",6696,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000159167","STC1","'STC1",6781,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000178726","THBD","'THBD",7056,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000102265","TIMP1","'TIMP1",7076,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000146072","TNFRSF21","'TNFRSF21",27242,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000160293","VAV2","'VAV2",7410,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000038427","VCAN","'VCAN",1462,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000112715","VEGFA","'VEGFA",7422,TRUE,TRUE
"M5944","26771021","HALLMARK_ANGIOGENESIS","ANGIOGENESIS","Genes up-regulated during formation of blood vessels (angiogenesis).","ENSG00000109072","VTN","'VTN",7448,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000143632","ACTA1","'ACTA1",58,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000075624","ACTB","'ACTB",60,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000159251","ACTC1","'ACTC1",70,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000184009","ACTG1","'ACTG1",71,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000163017","ACTG2","'ACTG2",72,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000072110","ACTN1","'ACTN1",87,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000077522","ACTN2","'ACTN2",88,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000248746","ACTN3","'ACTN3",89,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000130402","ACTN4","'ACTN4",81,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000282844","ACTN4","'ACTN4",81,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000143537","ADAM15","'ADAM15",8751,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000114948","ADAM23","'ADAM23",8745,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000168615","ADAM9","'ADAM9",8754,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000282230","ADAM9","'ADAM9",8754,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000154736","ADAMTS5","'ADAMTS5",11096,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000170214","ADRA1B","'ADRA1B",147,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000105221","AKT2","'AKT2",208,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000117020","AKT3","'AKT3",10000,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000275199","AKT3","'AKT3",10000,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000179593","ALOX15B","'ALOX15B",247,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000104899","AMH","'AMH",268,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000181754","AMIGO1","'AMIGO1",57463,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000139211","AMIGO2","'AMIGO2",347902,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000129675","ARHGEF6","'ARHGEF6",9459,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000163466","ARPC2","'ARPC2",10109,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000105409","ATP1A3","'ATP1A3",478,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000086062","B4GALT1","'B4GALT1",2683,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000175866","BAIAP2","'BAIAP2",10458,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000168487","BMP1","'BMP1",649,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000175161","CADM2","'CADM2",253559,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000162706","CADM3","'CADM3",57863,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000172137","CALB2","'CALB2",794,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000282830","CALB2","'CALB2",794,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000131236","CAP1","'CAP1",10487,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000090659","CD209","'CD209",30835,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000120217","CD274","'CD274",29126,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000103855","CD276","'CD276",80381,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000174059","CD34","'CD34",947,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000114013","CD86","'CD86",942,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000002586","CD99","'CD99",4267,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000039068","CDH1","'CDH1",999,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000140937","CDH11","'CDH11",1009,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000129910","CDH15","'CDH15",1013,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000062038","CDH3","'CDH3",1001,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000179242","CDH4","'CDH4",1002,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000280641","CDH4","'CDH4",1002,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000113361","CDH6","'CDH6",1004,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000150394","CDH8","'CDH8",1006,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000132964","CDK8","'CDK8",1024,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000137197","CDSN","'CDSN",1041,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000204539","CDSN","'CDSN",1041,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000206460","CDSN","'CDSN",1041,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000237114","CDSN","'CDSN",1041,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000237123","CDSN","'CDSN",1041,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000237165","CDSN","'CDSN",1041,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000167123","CERCAM","'CERCAM",51148,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000013297","CLDN11","'CLDN11",5010,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000159261","CLDN14","'CLDN14",23562,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000106404","CLDN15","'CLDN15",24146,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000066405","CLDN18","'CLDN18",51208,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000164007","CLDN19","'CLDN19",149461,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000189143","CLDN4","'CLDN4",1364,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000184113","CLDN5","'CLDN5",7122,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000184697","CLDN6","'CLDN6",9074,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000181885","CLDN7","'CLDN7",1366,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000288292","CLDN7","'CLDN7",1366,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000156284","CLDN8","'CLDN8",9073,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000213937","CLDN9","'CLDN9",9080,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000064666","CNN2","'CNN2",1265,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000018236","CNTN1","'CNTN1",1272,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000084636","COL16A1","'COL16A1",1307,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000065618","COL17A1","'COL17A1",1308,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000112280","COL9A1","'COL9A1",1297,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000095321","CRAT","'CRAT",1384,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000130545","CRB3","'CRB3",92359,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000044115","CTNNA1","'CTNNA1",1495,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000198561","CTNND1","'CTNND1",1500,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000006210","CX3CL1","'CX3CL1",6376,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000204560","DHX16","'DHX16",8449,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000206486","DHX16","'DHX16",8449,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000226171","DHX16","'DHX16",8449,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000227222","DHX16","'DHX16",8449,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000231377","DHX16","'DHX16",8449,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000233049","DHX16","'DHX16",8449,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000233418","DHX16","'DHX16",8449,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000233561","DHX16","'DHX16",8449,FALSE,TRUE
